"academic use only"

"corpus","preloaded/ententen20_tt31_1"
"subcorpus","-"
"concordance size","8049"
"query","Query:[tag=""N.*""& tag!=""NNSZ"" & tag!=""NNZ""& tag!=""NPZ""& tag!=""NPSZ""] [tag= ""VVN"" & lemma =""stain""][tag=""RB""]? [tag=""IN""] within < s/>;Shuffle:"
"Reference","Left","KWIC","Right"
"nottingham.ac.uk",". </s><s> Microscopy images show delivery of RNA (red) in A549-luciferase expressing cells by polymer carriers. </s><s> Cell","nuclei stained with","DAPI (blue) a) untreated cells, b) naked siRNA, c-e) three different polymer RNA formulations, with highest RNA"
"subspacecommunique.com","eye wounds, like shrapnel injuries, could also benefit from a patch version of the treatment. </s><s> A biological","membrane stained with","dye would be applied over the eye, and quickly sealed using the laser until a soldier could undergo more intensive"
"dudeiwantthat.com","extended use are prone to do. </s><s> They say it is also clinically proven to kill germs. </s><s> The Gemini 1-2 punch promises to turn","teeth stained by","coffee, tea, red wine, and tobacco products from pee- to pearl-hued in just an hour''s total time. </s><s> The system is also"
"giga-usa.com","Francois Joachim Pierre de Bernis </s><s> There is no heart without remorse, no life without some misfortune, no one but what is","something stained with","sin. - James Ellis </s><s> Man, wretched man, whene''er he stoops to sin, Feels, with the act, a strong remorse within. - Juvenal ("
"burnet.edu.au","and management of 42 HIV positive patients co-infected with microsporidia. </s><s> All patients had spores identified in","faeces stained with","a modified trichome blue stain. </s><s> Patients were all markedly immunosuppressed (median CD4 20 cells/microl). </s><s> Common"
"helovia.net",". </s><s> She tried to shake it, tried to cut it out, but she longed for something. </s><s> One evening, as she sat beneath the dusk","sky stained in","reds and pinks and golds, she found her mind wandering. </s><s> She thought of those she had left behind. </s><s> She thought about her"
"freepatentsonline.com","to transfer pigment to keratinocytes. </s><s> FIG. 7 is a photomicrograph of a cross section of the three-dimensional skin","culture stained with","hematoxylin-eosin. </s><s> Normal epidermal (E) cell morphology and orientation is obvious. </s><s> Epidermal and dermal (D)"
"nationalgeographic.com.au","their hearts. </s><s> The sacrificial llamas appear to have met the same fate. </s><s> Evidence for the ritual killings includes a","skull stained with","red cinnabar-based pigment, a human rib bone with cut marks, and a sternum severed in half. </s><s> PHOTOGRAPHS BY JOHN VERANO </s>"
"microbiologybook.org","usually 8-10 μm in size, while the cysts are usually 6-8 μm. </s><s> CDC DPDx Parasite Image Library </s><s> A B C Iodamoeba bütschlii:","Trophozoites stained in","trichrome (A) and in hematoxylin-eosin (B), and cyst stained in trichrome (C). </s><s> Note the large karyosomes in the"
"mr-r.co.uk","a bit more retro, I bought a sheet of prismatic diffuser (again from Ebay). </s><s> The fitting is made from black Perspex and","maple stained with","black Indian ink and polished with Halfords black trim wax. </s><s> The maple is so close grained and takes the polishing so well"
"wikipedia.org","novels in the series, all featuring the same main character Vanessa Duncan, and all following mathematical themes: </s><s>","Flowers Stained with","Moonlight was called a mystery that was ""very easy to solve"", as the book''s title is from a poem by Lord Alfred Douglas,"
"divephotoguide.com","you to see in the dark! </s><s> Nick Ratcliffe hopped over from the Bigblue booth to demo the system using a vial of ""tannic""","water stained with","food coloring: Through the camera, this completely black liquid was basically turned clear. </s><s> Wild! </s><s> Nick Ratcliffe"
"igem.org","protein, adapter, or target DNA) on figure 18, lane 6-9, 12, and 13 confirmed this further. </s><s> Figure 18. 5% TBE native","PAGE stained by","EtBr and imaged by GelDoc system. </s><s> A: Lane 1: DNA ladder (100-1000bp), lane 2: amplified product with fw EPO lane 3:"
"omjournal.org","were run under the optimized conditions [Table 2]. </s><s> PCR products were assessed by electrophoresis on a 1.5% agarose","gel stained with","SYBR® Safe DNA gel stain (Invitrogen). </s><s> Also PCR products sequencing were performed on an ABI PRISM® 3100 Genetic"
"universe-galaxies-stars.com",", she expanded her collage, building the intricate fabric of her composition with a pained expression. </s><s> I could see the","bitterness stained over","her face, and considered getting Cindy to cease this torturous experience; yet, at the last possible moment I couldn''t"
"europepmc.org","amount of CID compared to interphase cells. </s><s> A) Representative IF images of metaphase (meta) and an interphase (inter)","cells stained with","CID (red) and tubulin (green) antibodies, and DAPI (gray). </s><s> Bar=5 μm. </s><s> B) Quantification of CID intensity. </s><s> Total CID"
"merwolf.com","the roofs nearby was draped in metal debris, dripping down into the street and forcing them to circle it to get past, the","metal stained in","a dark rust color that made DarÕs guts shiver. </s><s> Once past that, she could see a group of men clustered at the corner, near a"
"microscopyu.com","Jersey. </s><s> Load more articles </s><s> Fluorescence emission intensity from a culture of bovine pulmonary artery endothelial","cells stained with","MitoTracker Red CMXRos, which targets the intracellular mitochondrial network. </s><s> The visible light absorption"
"arvojournals.org","of MyHCs from rabbit 30-dpc limb muscles stained with Coomassie brilliant blue and corresponding Western blot","analysis stained with","mAbs NCL-neo and NCL-dev. </s><s> The 30-dpc limb muscle revealed two MyHC bands. </s><s> Previous studies applying the Talmadge and"
"archiveofourown.org",". </s><s> ""Wei Ying was with me all night,"" Lan Wangji said, immovable. </s><s> With Bichen unsheathed, even with his usually pristine","robes stained with","splotches of blood, any cultivator would still think twice before confronting him. </s><s> Wei Wuxian''s heartbeat thumped in"
"theotokos.org.uk","of its own brightness still around the head of the Blessed Virgin, while the rest of the gable became the colour of white","paper stained with","pencil strokes. </s><s> Every now and then a red tongue of flame used to shoot down from the heavens and cross the gable. </s><s> During"
"annalsafrmed.org","reviewed. </s><s> The tissue specimens were received and fixed in 10% formalin and were processed in paraffin wax. </s><s> Histology","sections stained with","routine Haematoxylin& Eosin (H&E) were retrieved and reviewed by the authors. </s><s> Special stains such as periodic acid"
"kabuki21.com","refuses, he departs, grinding his teeth in anger and frustration. </s><s> In the meantime a hawk appears bearing a letter and a","sleeve stained by","the blood of Munesada''s brother, Yasusada. </s><s> Munesada thinks that his brother must have been killed on the orders of"
"abcam.com","SD to the value of 50m, at London [parish and ward left blank]. </s><s> Damages are claimed a £60. </s><s> ab116785 analysed on a 12.5%","SDS-PAGE Stained with","Coomassie Blue. </s><s> ''It''s a cry for help.'' </s><s> Food bank sees sharp increase in demand amid coronavirus crisis </s><s> ""This is because"
"jnsbm.org","at 72 ° C for 5 min. </s><s> Negative control without template was set each time. </s><s> PCR products were checked in polyacrylamide","gels stained with","ethidium bromide under a gel documentation system. </s><s> In duplex PCR absence of a 131 bp band indicated homozygous"
"thrillingdetective.com","ponytail and she wore a long bib apron over a flounce-trimmed green frock. </s><s> In one hand she held a large wooden kitchen","spoon stained with","brown sauce which dripped slowly. </s><s> .......Dolman handed over his hat and coat, holding onto a file he had brought with"
"hopkinsmedicine.org","has developed a method called ""contact fluorescence imaging"" that can optically map the electrical activity of cell","monolayers stained with","a voltage-sensitive dye. </s><s> With these tools, Dr. Tung and his associates have developed a simple, controlled and"
"wisc.edu","size, concentration, ribosomal RNA ratios, *High detection sensitivity. </s><s> More sensitive than a polyacrylamide","gel stained with","EtBr or SYBR Gold. *Built in quality control with custom array ladders. </s><s> The Gene Expression Center stocks both the"
"menshealthinfoblog.com","noncapacitated (C and D) spermatozoa. </s><s> Matched phase contrast (A and C) and fluorescence (B and D) photomicrographs of","spermatozoa stained with","anti-pY20. h, head; mp, midpiece; pp, principal piece. </s><s> Bar = 10 ^m. </s><s> FIG. 3. </s><s> A) Coomassie Blue-stained (lanes 1 and 2) and"
"ijoem.com","exposure. </s><s> Repeated and persistent enquiry revealed an intense exposure to talc 20 years back, from blowing","balloons stained with","talc powder for a period of 1 year. </s><s> To the best of our knowledge, only one case has been reported in the past with talcosis"
"iu.edu","a big IU vote in general would really help,"" he said. </s><s> More than 15,000 votes were cast in last year''s competition. </s><s> A newt","chromosome stained for","RNA splicing factor (red) and Polymerase II (blue). | Photo By JIM POWERS AND JOE GALL </s><s> Purchased entirely with funds"
"singlemind.net","various other parrallel questions. </s><s> My ex brother in law was married in a civil ceremony only, and to placate the hyper","calvist stained on","both sides of the family, eventually had a public ceremony complete with wedding dress, reception, etc. No pastor to"
"biblebb.com","the saint from the sinner. </s><s> Your duty as a Christian is to stand firm in your own place and stand out for God, hating even the","clothing stained by","the corrupted flesh, resolving like one of our forefathers said, ""Let others do as they will, but as for us and our house,"
"hissheep.org","I will punish you! </s><s> The churches are fraudulent (counterfeit, fake). </s><s> They live a life as their hearts desire, with their","hands stained in","blood - in adultery, in sodomy, and worshiping strange and foreign gods. </s><s> Because they have forsaken the true God, He has"
